ranking,title,artist,year,artist_first,lyrics_url,lyrics
35,Bounce Back,Big Sean,2017,Big Sean,https://www.azlyrics.com/lyrics/bigsean/bounceback.html,"

[Future:]
Hitmaka
If Young Metro don't trust you, I'm gon' shoot you[Big Sean:]
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back
Don't owe nobody, owe nobody
Always on the fuckin' job, I got no hobbies
Got the city fuckin' with me 'cause I'm homegrown
Vibin' out more than my phone though
Leave me 'lone, me on my own though
Look, I cut that bitch off like a edit
My daddy a G, it's genetics (Straight up)
I heard ya new shit, it's pathetic
Ya contract should be shredded
Took my dogs on a private jet from the public housing
I kept it G, yeah, one thousand
Clique star-studded like the Paramount mountain
Everything I do is righteous
Betting on me is the right risk
Even in a fucking crisis
I'm never on some switching sides shit
I switch gears to the night shift
Blacking out 'cause I'm enlightened
God talk to me in silence
But I hear him every time, mane
(Thank you, God, God bless you, thank you so much)
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back
Look, I woke up in beast mode
With my girl, that's beauty and the beast though
Been top 5, these niggas sleep though
Only thing that sold out is the seats though
(Never sold my soul, never will never have)
Nigga how dare you stand before me and not respect my authority
If you fuck with my glory, I'ma drop the L and get gory
I done did everything except worry
Hella drama, my life story
Faith of a mustard seed, I kept growing
I knew that this life was meant for me
Niggas change up more than wishin' wells
Karma come around I'll wish 'em well
Livin' like I'm on a limitless pill
I kill the scene like I'm Denzel
Crazy like my jacket strapped up
Nigga, I don't act but I'll act up
Brown paper bag like the lunch packed up
Back, back, back, back up
Nigga, I'ma need like 10 feet
Or get stomped out with ten feet
I'ma always lose my temper
You cannot ""count to ten"" me
If I lose 1, I bounce back like 2, 3 did with 4, 5
Seen courtrooms and court sides, ain't too many seen both sides
Nigga, fuck what you know
Nigga, I'm takin' back control
The underdog just turned into the wolf and the hunger steady grows
Yeah, I call shots while you call off
Never takin' summer or fall off
When you stay that committed to it, you just fall down and never fall off, so
Last night took a L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took a L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back[Kanye West & Big Sean:]
Bounce back, bounce, bounce
Bounce back, bounce, bounce
Bounce, bounce, bitch, bounce (Yeah)
Is you a real one?
Is you a real one?
Real one
Real one
Is you a real one?
Real one
Real one
Don
"
36,Strip That Down,Liam Payne Featuring Quavo,2017,Liam Payne,https://www.azlyrics.com/lyrics/liampayne/stripthatdown.html,"

[Quavo:]
Huncho
Quavo
Yo yo[Liam Payne:]
You know, I've been taking some time
And I've been keeping to myself (self)
I had my eyes up on the prize
Ain't watching anybody else
But your love, it hit me hard, girl
Yeah, you're bad for my health
I love the cards, that I've been dealt
Do you feel the same as well?[Liam Payne:]
You know, I used to be in 1D (now I'm out free)
People want me for one thing (that's not me)
I'm not changing, the way, that I (used to be)
I just wanna have fun (and get rowdy)
One Coke and Bacardi (sippin' lightly)
When I walk inside the party (girls on me)
F1 type Ferrari (6 gear speed)
Girl, I love it when your body (grinds on me)
Baby[Liam Payne (Quavo):]
You know, I love it, when the music's loud
But c'mon, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (swing)
You know, I love it when the music's loud
But c'mon, strip that down for me
Yeah, yeah, yeah, yeah
Oh, strip that down, girl
Love when you hit the ground, girl
Yeah, yeah, yeah, yeah
Oh, strip that down, girl
Love, when you hit the ground[Liam Payne:]
You know, that since the day I met you
Yeah, you swept me off my feet
You know, that I don't need no money
When your love is beside me
Yeah, you opened up my heart
And then you threw away the key
Girl, now it's just you and me
And you don't care 'bout, where I've been[Liam Payne:]
You know, I used to be in 1D (now I'm out free)
People want me for one thing (that's not me)
I'm not changing, the way that I (used to be)
I just wanna have fun (and get rowdy)
One Coke and Bacardi (sippin' lightly)
When I walk inside the party (girls on me)
F1 type Ferrari (6 gear speed)
Girl, I love it when your body (grinds on me)
Baby[Liam Payne & Quavo:]
You know, I love it, when the music's loud
But c'mon, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (yeah)
You know, I love it when the music's loud
But c'mon, strip that down for me
Yeah, yeah, yeah, yeah
Baby, oh, strip that down, girl
Love when you hit the ground, girl (strip it down)
Yeah, yeah, yeah, yeah
Oh, strip that down, girl
Love, when you hit the ground, girl
Yeah, yeah, yeah, yeah
Oh, strip that down, girl
Love when you hit the ground, girl
Yeah, yeah, yeah, yeah
Oh, strip that down, girl
Love, when you hit the ground
(Quavo)[Quavo:]
She gon' strip it down for a thug, yeah (strip it down)
Word around town, she got the buzz, yeah (word)
Five shots in, she in love now (shots)
I promise, when we pull up, shut the club down (hey)
I took her from her man, don't nobody know (know)
If you brought the CL, better drive slow (slow)
She know how to make me feel with my eyes closed (skrrt skrrt)
Anything goes down with the Huncho (Huncho)[Liam Payne (Quavo):]
You know, I love it, when the music's loud
But c'mon, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby
You know, I love it when the music's loud
But c'mon, strip that down for me
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah,
C'mon, strip that down for me
Yeah, yeah, yeah, yeah (ayy)
Don't say nothing, girl,
Strip that down for me (strip it down)
Yeah, yeah, yeah, yeah
All I want, girl,
If you strip that down for me (strip it down)
Yeah, yeah, yeah, yeah
You're the one, girl,
C'mon, strip that down for me
Yeah, yeah, yeah, yeah
"
37,Fake Love,Drake,2017,Drake,https://www.azlyrics.com/lyrics/drake/fakelove.html,"

I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
Somethin' ain't right when we talkin'
Somethin' ain't right when we talkin'
Look like you hidin' your problems
Really you never was solid
No, you can't ""son"" me
You won't never get to run me
Just when shit look out of reach
I reach back like one, three
Like one, three, yeah
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake
I don't trust a word you say
How you wanna clique up after your mistakes?
Look you in the face, and it's just not the same
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
Yeah, straight up to my face, tryna play it safe
Vibe switch like night and day
I can see it, like, right away
I came up, you changed up
I caught that whole play
Since, things never been the same
That's when they smile in my face
Whole time they wanna take my place
Whole time they wanna take my place
Whole time they wanna take my place
Yeah, I know they wanna take my place
I can tell that love is fake (I can tell that love is fake)
I don't trust a word you say (I don't trust a word)
How you wanna clique up after your mistakes?
(That's just what I heard)
Look you in the face, and it's just not the same
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
I've been down so long, it look like up to me
They look up to me
I got fake people showin' fake love to me
Straight up to my face, straight up to my face
Skrrt
And more chune for your headtop
So watch how you speak on my name, you know?
"
38,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/dontwannaknow.html,"

Oh hey
Oh, oh hey
Oh, oh, oh hey
Uh oh, uh oh
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know
Wasted (wasted)
And the more I drink the more I think about you
Oh no, no, I can't take it
Baby every place I go reminds me of you
Do you think of me
Of what we used to be?
Is it better now
That I'm not around?
My friends are actin' strange
They don't bring up your name
Are you happy now?
Are you happy now?
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know
And every time I go out, yeah
I hear it from this one, I hear it from that one
That you got someone new, yeah
I see but don't believe it
Even in my head you're still in my bed
Maybe I'm just a fool
Do you think of me
Of what we used to be? (What we used to be)
Is it better now
That I'm not around? (That I'm not around)
My friends are actin' strange
They don't bring up your name
Are you happy now?
Are you happy now?
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know[Kendrick Lamar:]
No more “please stop”
No more hashtag boo'd up screenshots
No more tryna make me jealous on your birthday
You know just how I make it better on your birthday, oh
Do he do you like this, do he woo you like this?
Do he lay it down for you, touch you, pull you like this?
Matter of fact, never mind, we gon' let the past be
Maybe he's right now, but your body's still with me, whoa
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know
Oh hey
Oh, oh hey
Oh, oh, oh hey
Uh oh, uh oh
"
39,Look What You Made Me Do,Taylor Swift,2017,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/lookwhatyoumademedo.html,"

I don't like your little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you
I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (Oh!)
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't like your kingdom keys
They once belonged to me
You asked me for a place to sleep
Locked me out and threw a feast (What?)
The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure
Maybe I got mine, but you'll all get yours
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh!
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starring in your bad dreams
(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me do)
""I'm sorry, the old Taylor can't come to the phone right now.""
(Look what you just made me do)
(Look what you made me do)
(Look what you made me do)
""Why?""
(Look what you just made me do)
""Oh, 'cause she's dead!"" (Oh!)
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
"
40,Castle On The Hill,Ed Sheeran,2017,Ed Sheeran,https://www.azlyrics.com/lyrics/edsheeran/castleonthehill.html,"

When I was six years old I broke my leg
I was running from my brother and his friends
And tasted the sweet perfume of the mountain grass I rolled down
I was younger then
Take me back to when
I found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long
I know I've grown
But I can't wait to go home
I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way
You make me feel
And it's real
When we watched the sunset over the castle on the hill
Fifteen years old and smoking hand-rolled cigarettes
Running from the law through the backfields and getting drunk with my friends
Had my first kiss on a Friday night
I don't reckon that I did it right
I was younger then,
Take me back to when
We found weekend jobs, when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long
Oh, how we've grown
But I can't wait to go home
I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way
You make me feel
And it's real
When we watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill
One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely getting by
But these people raised me
And I can't wait to go home
And I'm on my way
I still remember these old country lanes
When we did not know the answers
And I miss the way
You make me feel
And it's real
When we watched the sunset over the castle on the hill
Over the castle on the hill
Over the castle on the hill
"
41,Bad Things,Machine Gun Kelly x Camila Cabello,2017,Machine Gun Kelly x Camila Cabello,NA,NA
42,Paris,The Chainsmokers,2017,The Chainsmokers,https://www.azlyrics.com/lyrics/chainsmokers/paris.html,"

We were staying in Paris
To get away from your parents
And I thought, ""Wow, if I could take this in a shot right now
I don't think that we could work this out""
Out on the terrace
I don't know if it's fair but I thought, ""How could I let you fall by yourself
While I'm wasted with someone else?""
If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better
We were staying in Paris
To get away from your parents
You look so proud standing there with a frown and a cigarette
Posting pictures of yourself on the Internet
Out on the terrace
We breathe in the air of this small town
On our own cuttin' class for the thrill of it
Getting drunk on the past we were livin' in
If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are
Show them we are
Let's show them we are
Show them we are
Let's show them we are better
We were staying in Paris
Let's show them we are better
Let's show them we are
Show them we are
Let's show them we are
Show them we are
Let's show them we are better
If we go down then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down then we go down together
We'll get away with everything
Let's show them we are better
We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
Let's show them we are better
We were staying in Paris
Let's show them we are better
Let's show them we are better
If we go down
Let's show them we are better
If we go down
Let's show them we are better
If we go down
Let's show them we are better
Let's show them we are better
"
43,Side To Side,Ariana Grande Featuring Nicki Minaj,2017,Ariana Grande,https://www.azlyrics.com/lyrics/arianagrande/sidetoside.html,"

[Ariana Grande & Nicki Minaj:]
I've been here all night, Ariana
I've been here all day, Nicki Minaj
And boy, got me walkin' side to side
Let them hoes know[Ariana Grande:]
I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('bout nothin')
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I...
I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)
Been tryna hide it
Baby, what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (you got me)
And boy I got ya
'Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I...
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)
I've been here all night
(Been here all night, baby)
I've been here all day
(Been here all day, baby)
And boy, got me walkin' side to side (side to side)[Nicki Minaj:]
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come true yo, get you this type of blow
If you wanna Minaj I got a tricycle
All these bitches, flows is my mini-me
Body smoking, so they call me young Nicki chimney
Rappers in they feelings 'cause they feelin' me
Uh, I-I give zero fucks and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop and I make my gum pop
I'm the queen of rap, young Ariana run pop[Ariana Grande:]
These friends keep talkin' way too much
Say I should give him up
Can't hear them, no, 'cause I...
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)
I've been here all night
(Been here all night, baby)
I've been here all day
(Been here all day, baby)
Boy, got me walkin' side to side (side to side)[Nicki Minaj:]
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come true yo, get you this type of blow
If you wanna Minaj I got a tricycle
"
44,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2017,Clean Bandit,https://www.azlyrics.com/lyrics/cleanbandit/rockabye.html,"

[Sean Paul:]
Call it love and devotion
Call it a mom's adoration
Foundation
A special bond of creation,
Ha
For all the single moms out there
Going through frustration
Clean Bandit, Sean-da-Paul, Anne-Marie
Sing, make them hear[Anne-Marie:]
She works at nights by the water
She's gone astray so far away
From my father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him[Sean Paul:]
Daily struggle[Anne-Marie:]
She tells him, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""[Sean Paul:]
Stay up there, stay up there[Anne-Marie:]
She tells him, ""Your life ain't gon' be nothing like my life."" (Straight!)
""You're gonna grow and have a good life.
I'm gonna do what I've got to do.""[Sean Paul:]
Stay up there, stay up there[Anne-Marie:]
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Rockabye, no[Sean Paul (Anne-Marie):]
Rockabye-rocka-rocka-rocka-bye
(Rockabye, yeah, oh, oh)
Rockabye-rocka-rocka-rocka-bye[Sean Paul (Anne-Marie):]
Single mom, how're you doing out there?
Facing the hard life without no fear (yeah)
Just so you know that you really care
'Cause any obstacle come you're well prepared (oh, no)
No, mama, you never shed tear
'Cause you have to shed things year after year
And you give the youth love beyond compare (yeah)
You find his school fee and the bus fare (yeah)
Mmm, Marie, the pops' disappear
In the wrong bar, can't find him nowhere
Steadily you work flow, everything you know
So you nah stop, no time–no time for your jeer[Anne-Marie:]
Now she got a six-year-old
Trying to keep him warm
Trying to keep out the cold
When he looks in her eyes
He don't know he is safe
When she says, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""[Anne-Marie (Sean Paul):]
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
(Oh-badda-bang-bang-bang, alright then)
Rockabye, no[Sean Paul (Anne-Marie):]
Rockabye-rocka-rocka-rocka-bye
(Rockabye, yeah, oh, oh)
Rockabye-rocka-rocka-rocka-bye
Rockabye, don't bother cry
Lift up your head, lift it up to the sky
Rockabye, don't bother cry
Angels surround you, just dry your eye[Anne-Marie:]
Now she got a six-year-old
Trying to keep him warm
Trying to keep out the cold
When he looks in her eyes
He don't know he is safe when she says...[Anne-Marie (Sean Paul):]
She tells him, ""Ooh, love, no one's ever gonna hurt you, love.
I'm gonna give you all of my love.
Nobody matters like you.""
(Stay up there, stay up there)
She tells him, ""Your life ain't gon' be nothing like my life."" (Straight!)
You're gonna grow and have a good life.
I'm gonna do what I've got to do.""[Anne-Marie (Sean Paul):]
So, rockabye baby, rockabye
(Rockabye-rocka-rocka-rocka-bye)
I'm gonna rock you
Rockabye baby, don't you cry
(Rockabye-rocka-rocka-rocka-bye)
Somebody's got you
Rockabye baby, rockabye
(Rockabye-rocka-rocka-rocka-bye)
I'm gonna rock you
Rockabye baby, don't you cry
(Oh-badda-bang-bang-bang, alright then)
Rockabye[Sean Paul (Anne-Marie):]
Rockabye, don't bother cry
Lift up your head, lift it up to the sky (Rockabye)
Rockabye, don't bother cry (yeah)
Angels surround you, just dry your eye, yeah
Rockabye, don't bother cry (no)
Lift up your head, lift it up to the sky (oh, rockabye)
Rockabye, don't bother cry
Angels surround you, just dry your eye
"
45,Feel It Still,Portugal. The Man,2017,Portugal. The Man,https://www.azlyrics.com/lyrics/griswolds/feelitstillacoustic.html,"

Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Got another mouth to feed
Leave it with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Am I coming out of left field?
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
We could fight a war for peace
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
We could wait until the walls come down
It's time to give a little to the
Kids in the middle, but, oh until it falls
Won't bother me
Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
I've been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Might've had your fill, but I feel it still
"
46,Let Me Love You,DJ Snake Featuring Justin Bieber,2017,DJ Snake,https://www.azlyrics.com/lyrics/djsnake/letmeloveyou.html,"

I used to believe
We were burnin' on the edge of somethin' beautiful
Somethin' beautiful
Sellin' a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle
Say, go through the darkest of days
Heaven is a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Oh, baby, baby
Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough
Know we're good enough
Say go through the darkest of days
Heaven is a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Oh, baby, baby
Never let you go, never let you go go
Never let you go, never let you go go
Never let you go, whoa
No, never let you go, whoa
Never let you go 
Never let you go go
Never let you go 
Never let you go go
Oh, no, no, no
No, never let you go
Yeah, yeah
No, never let you go
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
"
47,Sorry Not Sorry,Demi Lovato,2017,Demi Lovato,https://www.azlyrics.com/lyrics/demilovato/sorrynotsorry.html,"

Payback is a bad bitch
And baby, I'm the baddest
Now I'm out here looking like revenge
Feelin' like a 10, the best I ever been
And yeah, I know how bad it must hurt
To see me like this, but it gets worse (wait a minute)
Now you're out here looking like regret
Ain't too proud to beg, second chance you'll never get
And yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)
Now payback is a bad bitch
And baby, I'm the baddest
You're fuckin' with a savage
Can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feeling inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns
Baby, fineness is the way to kill
Tell me how it feel, bet it's such a bitter pill
And yeah, I know you thought you had bigger, better things
Bet right now this stings (wait a minute)
'Cause the grass is greener under me
Bright as technicolor, I can tell that you can see
And yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)
Now payback is a bad bitch
And baby, I'm the baddest
You fuckin' with a savage
Can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feeling inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns
Talk that talk, baby
Better walk, better walk that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby
Oh yeah
Talk that talk, baby
Better walk, better walk that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Being so bad got me feelin' so good
Showing you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feeling inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns
Payback is a bad bitch
And baby, I'm the baddest
I'm the baddest, I'm the baddest
"
